ID,Name,Rank,Previous Rank,Edition,Start Date,End Date,Organization,City,Vendors,CPU Count,GPU Count,COP Count,Node Count,RAM per Node,Rmax,Rpeak,Nmax,Benchmark,Measure,CPU Info,GPU Info,COP Info,Communication Network,Service Network,Transport Network,Application Area,Operating System,Other DB Attributes,Other Dictionary Attributes
215,МВС-15000БМ,1,1,Top50 position (#5),2005-01-01,2008-03-27,Межведомственный суперкомпьютерный центр,Москва,"МСЦ, ФГУП 'Квант', ИПМ им. М.В.Келдыша РАН",1148,0,0,574,4.0,6680000.0,10102400.0,525000,Linpack,МФлоп/с,1148x IBM PowerPC 970 (1 cores),"","",Myrinet,н/д,2xGigabit Ethernet,Наука и образование,н/д,Количество ядер: 1148 | Количество CPU: 1148 | Rpeak (МФлоп/с): 10102400.0,Семейство коммуникационной сети: Myrinet | ОС: SuSE SLES9 | Транспортная сеть: 2xGigabit Ethernet | Область применения: Наука и образование | Коммуникационная сеть: Myrinet
134,СКИФ К-1000,2,2,Top50 position (#5),2004-01-01,,ОИПИ,Минск,СКИФ,576,0,0,288,4.0,2032000.0,2534400.0,274000,Linpack,МФлоп/с,576x AMD Opteron 248 (1 cores),"","",InfiniBand,СКИФ-ServNet,Gigabit Ethernet,Исследования,н/д,Количество ядер: 576 | Количество CPU: 576 | Rpeak (МФлоп/с): 2534400.0,Семейство коммуникационной сети: InfiniBand | ОС: SUSE Linux Enterprise Server 8 + SP3 | Транспортная сеть: Gigabit Ethernet | Область применения: Исследования | Сервисная сеть: СКИФ-ServNet | Коммуникационная сеть: InfiniBand
195,"",4,4,Top50 position (#5),2005-01-01,,НПО 'Сатурн',Рыбинск,"IBM, КРОК",128,0,0,64,4.096,768000.0,922000.0,140000,Linpack,МФлоп/с,128x Intel Xeon EM64T (1 cores),"","",InfiniBand,н/д,Gigabit Ethernet,Промышленность,н/д,Количество ядер: 128 | Количество CPU: 128 | Rpeak (МФлоп/с): 922000.0,Семейство коммуникационной сети: InfiniBand | ОС: Linux | Транспортная сеть: Gigabit Ethernet | Область применения: Промышленность | Коммуникационная сеть: InfiniBand
224,"",5,5,Top50 position (#5),2005-01-01,,,,"IBM, КРОК",128,0,0,2,256.0,642000.0,972800.0,,Linpack,МФлоп/с,128x IBM POWER5 (2 cores),"","",Gigabit Ethernet,н/д,н/д,Финансы,н/д,Количество ядер: 128 | Количество CPU: 128 | Rpeak (МФлоп/с): 972800.0,ОС: AIX | Область применения: Финансы | Коммуникационная сеть: Gigabit Ethernet | Семейство коммуникационной сети: Ethernet
214,T-Edge152,6,6,Top50 position (#5),2005-01-01,,Paradigm Geophysical,Москва,Т‑Платформы,152,0,0,76,4.096,592800.0,1033600.0,174000,Linpack,МФлоп/с,152x Intel Xeon EM64T (1 cores),"","",Gigabit Ethernet,н/д,Gigabit Ethernet,Промышленность,н/д,Количество ядер: 152 | Количество CPU: 152 | Rpeak (МФлоп/с): 1033600.0,ОС: RedHat Enterprise Linux 3 | Транспортная сеть: Gigabit Ethernet | Область применения: Промышленность | Коммуникационная сеть: Gigabit Ethernet | Семейство коммуникационной сети: Ethernet
141,"",7,7,Top50 position (#5),2004-01-01,,НИВЦ,Москва,Hewlett‑Packard,160,0,0,80,4.0,512000.0,704000.0,160000,Linpack,МФлоп/с,160x AMD Opteron 248 (1 cores),"","",InfiniBand,Fast Ethernet,Gigabit Ethernet,Наука и образование,н/д,Количество ядер: 160 | Количество CPU: 160 | Rpeak (МФлоп/с): 704000.0,Семейство коммуникационной сети: InfiniBand | ОС: SUSE Linux Enterprise Server 9.0 | Транспортная сеть: Gigabit Ethernet | Область применения: Наука и образование | Сервисная сеть: Fast Ethernet | Коммуникационная сеть: InfiniBand
64,ArmCluster,8,8,Top50 position (#5),2004-01-01,2007-04-11,ИПИА,Ереван,"ИПИА НАН РА, C.I.Technology, Институт системного программирования РАН (ИСП РАН)",128,0,0,64,1.0,483600.0,783360.0,81600,Linpack,МФлоп/с,128x Intel Xeon (1 cores),"","",Myrinet,н/д,Gigabit Ethernet,Наука и образование,н/д,Количество ядер: 128 | Количество CPU: 128 | Rpeak (МФлоп/с): 783360.0,Семейство коммуникационной сети: Myrinet | ОС: Red Hat Linux 9.0 | Транспортная сеть: Gigabit Ethernet | Коммуникационная сеть: Myrinet | Область применения: Наука и образование
61,СКИФ K-500,9,9,Top50 position (#5),2003-01-01,,ОИПИ,Минск,СКИФ,128,0,0,64,2.0,475300.0,716800.0,123000,Linpack,МФлоп/с,128x Intel Xeon (1 cores),"","",SCI,СКИФ-ServNet,Gigabit Ethernet,Наука и образование,н/д,Количество ядер: 128 | Количество CPU: 128 | Rpeak (МФлоп/с): 716800.0,Семейство коммуникационной сети: SCI | ОС: RedHat Linux 9.0 | Транспортная сеть: Gigabit Ethernet | Коммуникационная сеть: SCI | Область применения: Наука и образование | Сервисная сеть: СКИФ-ServNet
237,"",10,10,Top50 position (#5),2005-01-01,,Landmark,Москва,"IBM, Verysel‑проекты",86,0,0,43,4.0,439600.0,619200.0,,Linpack,МФлоп/с,84x Intel Xeon EM64T (1 cores) / 2x Intel Xeon EM64T (1 cores),"","",Gigabit Ethernet,н/д,н/д,Промышленность,н/д,Количество ядер: 86 | Количество CPU: 86 | Rpeak (МФлоп/с): 619200.0,ОС: Linux | Область применения: Промышленность | Коммуникационная сеть: Gigabit Ethernet | Семейство коммуникационной сети: Ethernet
122,"",11,11,Top50 position (#5),2003-01-01,2007-04-11,СберБанк,Москва,Hewlett‑Packard,0,0,0,0,0.0,438600.0,768000.0,,Linpack,МФлоп/с,0x HP PA-RISC (1 cores),"","",н/д,н/д,н/д,Финансы,н/д,Количество ядер: 256 | Количество CPU: 256 | Rpeak (МФлоп/с): 768000.0,Область применения: Финансы
