ID,Name,Rank,Previous Rank,Edition,Start Date,End Date,Organization,City,Vendors,CPU Count,GPU Count,COP Count,Node Count,RAM per Node,Rmax,Rpeak,Nmax,Benchmark,Measure,CPU Info,GPU Info,COP Info,Communication Network,Service Network,Transport Network,Application Area,Operating System,Other DB Attributes,Other Dictionary Attributes
5849,Кристофари,1,1,Top50 position (#34),2020-03-29,,SberCloud (ООО «Облачные технологии») ,Москва,"SberCloud (ООО «Облачные технологии») , NVIDIA",150,1200,0,75,1536.0,6669000000.0,8789760000.0,2208000,Linpack,МФлоп/с,150x Intel Xeon Platinum 8168 24C 2.7GHz (24 cores),1200x NVIDIA Tesla V100 (80 cores),"",EDR Infiniband,100 Gigabit Ethernet ,10 Gigabit Ethernet,Облачный провайдер,н/д,Rpeak (МФлоп/с): 8789760000.0,Коммуникационная сеть: EDR Infiniband | Область применения: Облачный провайдер | Семейство коммуникационной сети: InfiniBand | Топология: Leaf-Spine | Сервисная сеть: 100 Gigabit Ethernet  | Транспортная сеть: 10 Gigabit Ethernet
4568,Ломоносов-2,2,2,Top50 position (#34),2018-01-01,,Московский государственный университет имени М.В.Ломоносова,Москва,Т‑Платформы,1696,1856,0,1696,64.0,2478000000.0,4946790000,,Linpack,МФлоп/с,1536x Intel Xeon E5-2697v3 (14 cores) / 160x Intel Xeon Gold 6126 (12 cores),1536x NVIDIA Tesla K40M (15 cores) / 320x NVIDIA Tesla P100 (56 cores),"",FDR Infiniband,Gigabit Ethernet,FDR Infiniband,Наука и образование,н/д,Rpeak (МФлоп/с): 4946790000,Семейство коммуникационной сети: InfiniBand | Топология: Flattened Butterfly | Транспортная сеть: FDR Infiniband | Сервисная сеть: Gigabit Ethernet | Коммуникационная сеть: FDR Infiniband | ОС: CentOS 7 | Область применения: Наука и образование
4574,,3,3,Top50 position (#34),2018-01-01,,ФГБУ 'ГВЦ Росгидромета',Москва,"Т‑Платформы, Cray",1952,0,0,976,128.0,1200350000.0,1293004000,3170112,Linpack,МФлоп/с,1952x Intel Xeon E5-2697v4 (18 cores),"","",Aries,Aries + Gigabit Ethernet,Aries + Infiniband,Исследования,н/д,Rpeak (МФлоп/с): 1293004000,Транспортная сеть: Aries + Infiniband | Сервисная сеть: Aries + Gigabit Ethernet | Коммуникационная сеть: Aries | ОС: SLESCLE | Область применения: Исследования
5989,Политехник - РСК Торнадо,4,4,Top50 position (#34),,,Суперкомпьютерный центр,Санкт-Петербург,Группа компаний РСК,1568,128,0,784,64.0,910310000.0,1309000000.0,2263296,Linpack,МФлоп/с,1246x Intel Xeon E5-2697v3 (14 cores) / 112x Intel Xeon E5-2697v3 (14 cores) / 72x Intel Xeon E5-2697v3 (14 cores) / 128x Intel Xeon Platinum 8268 (24 cores) / 6x Intel Xeon E5-2697v3 (14 cores) / 4x Intel Xeon Platinum 8268 (24 cores),112x NVIDIA Tesla K40 (15 cores) / 16x NVIDIA Tesla V100 (80 cores),"",FDR Infiniband,Gigabit Ethernet,Gigabit Ethernet,Наука и образование,н/д,Rpeak (МФлоп/с): 1309000000.0,Семейство коммуникационной сети: InfiniBand | Топология: FatTree | Сервисная сеть: Gigabit Ethernet | Транспортная сеть: Gigabit Ethernet | Коммуникационная сеть: FDR Infiniband | Область применения: Наука и образование
4556,"",5,5,Top50 position (#34),2018-04-03,2023-03-24,"НИЦ ""Курчатовский институт""",Москва,"SuperMicro, Борлас, НИЦ ""Курчатовский Институт"", Т‑Платформы",1070,365,0,535,128.0,755530000.0,1100550000,2715185,Linpack,МФлоп/с,296x Intel Xeon E5-2650v2 (8 cores) / 46x Intel Xeon E5-2680v3 (12 cores) / 728x Intel Xeon E5-2680v3 (12 cores),296x NVIDIA Tesla K80 (26 cores) / 69x NVIDIA Tesla K80 (26 cores),"",FDR Infiniband,Gigabit Ethernet,Gigabit Ethernet,Наука и образование,н/д,Rpeak (МФлоп/с): 1100550000,Семейство коммуникационной сети: InfiniBand | Транспортная сеть: Gigabit Ethernet | Сервисная сеть: Gigabit Ethernet | Коммуникационная сеть: FDR Infiniband | ОС: CentOS | Область применения: Наука и образование
6165,cHARISMa,6,,Top50 position (#34),,,Национальный исследовательский университет Высшая школа экономики,Москва,"Dell, Avilex, Институт системного программирования РАН (ИСП РАН)",96,118,0,48,768.0,653700000.0,1003200000.0,672000,Linpack,МФлоп/с,32x Intel Xeon Gold 6152 (22 cores) / 20x Intel Xeon Gold 6152 (22 cores) / 12x Intel Xeon Gold 6152 (22 cores) / 4x Intel Xeon Gold 6152 (22 cores) / 6x Intel Xeon Gold 6240R (24 cores) / 22x Intel Xeon Gold 6248R (24 cores),64x NVIDIA Tesla V100 (80 cores) / 40x NVIDIA Tesla V100 (80 cores) / 2x NVIDIA Tesla P40 (60 cores) / 12x NVIDIA Tesla V100 (80 cores),"",EDR Infiniband,Gigabit Ethernet,EDR Infiniband,Наука и образование,н/д,Rpeak (МФлоп/с): 1003200000.0,Семейство коммуникационной сети: InfiniBand | Топология: FatTree | Сервисная сеть: Gigabit Ethernet | Транспортная сеть: EDR Infiniband | Коммуникационная сеть: EDR Infiniband | Область применения: Наука и образование
6004,МВС-10П ОП2,7,6,Top50 position (#34),,,Межведомственный суперкомпьютерный центр,Москва,Группа компаний РСК,390,0,0,195,192.0,572190000.0,823910000.0,1946880,Linpack,МФлоп/с,116x Intel Xeon Gold 6154 (18 cores) / 102x Intel Xeon Platinum 8268 (24 cores) / 172x Intel Intel Xeon Gold 6248R (24 cores),"","",Intel OmniPath,Gigabit Ethernet,Intel OmniPath,Наука и образование,н/д,Rpeak (МФлоп/с): 823910000.0,Семейство коммуникационной сети: OmniPath | Топология: FatTree | Сервисная сеть: Gigabit Ethernet | Транспортная сеть: Intel OmniPath | Коммуникационная сеть: Intel OmniPath | Область применения: Наука и образование
5300,ZHORES CDISE Cluster,8,8,Top50 position (#34),2018-09-23,,Сколковский Институт Науки и Технологий,Москва,Dell,172,104,0,82,192.0,495900000.0,1011600000,,Linpack,МФлоп/с,88x Intel Xeon Gold 6136 (12 cores) / 52x Intel Xeon Gold 6140 (18 cores) / 8x Intel Xeon Gold 6136 (12 cores) / 4x Intel Xeon Gold 6134 (8 cores) / 16x Intel Xeon Gold 6134 (8 cores) / 4x Intel Xeon Gold 6136 (12 cores),104x NVIDIA Tesla V100 (80 cores),"",EDR Infiniband,10 Gigabit Ethernet,Fast Ethernet,Наука и образование,н/д,Rpeak (МФлоп/с): 1011600000,Семейство коммуникационной сети: InfiniBand | Область применения: Наука и образование | Транспортная сеть: Fast Ethernet | Сервисная сеть: 10 Gigabit Ethernet | Коммуникационная сеть: EDR Infiniband
6194,PetaNode 1.2 Cluster,9,,Top50 position (#34),,,Компьютерные Экосистемы,Новосибирск,"Компьютерные Экосистемы, ТехноСити",12,112,0,6,384.0,420060000.0,777680000.0,467712,Linpack,МФлоп/с,4x Intel Xeon Platinum 8260 (24 cores) / 4x Intel Xeon Platinum 8280L (28 cores) / 4x Intel Xeon Platinum 8280L (28 cores),20x AMD Instinct MI50 (60 cores) / 36x AMD Instinct MI50 (60 cores) / 56x AMD Instinct MI50 (60 cores),"",10 Gigabit Ethernet,Gigabit Ethernet,10 Gigabit Ethernet,Моделирование климата,н/д,Rpeak (МФлоп/с): 777680000.0,Семейство коммуникационной сети: Ethernet | Топология: FatTree | Сервисная сеть: Gigabit Ethernet | Транспортная сеть: 10 Gigabit Ethernet | Коммуникационная сеть: 10 Gigabit Ethernet | Область применения: Моделирование климата
5583,Колмогоров,10,9,Top50 position (#34),,,"АО ""Тинькофф Банк""",Москва,"NVIDIA, Mellanox",20,80,0,10,384.0,418900000.0,658500000.0,571392,Linpack,МФлоп/с,20x Intel Xeon Gold 6154 (18 cores),80x NVIDIA Tesla V100 (80 cores),"",100 Gigabit Ethernet,100 Gigabit Ethernet,100 Gigabit Ethernet,Искусственный интеллект,н/д,Rpeak (МФлоп/с): 658500000.0,Семейство коммуникационной сети: Ethernet | Топология: FatTree | Сервисная сеть: 100 Gigabit Ethernet | Транспортная сеть: 100 Gigabit Ethernet | Коммуникационная сеть: 100 Gigabit Ethernet | Область применения: Искусственный интеллект
