ID,Name,Rank,Previous Rank,Edition,Start Date,End Date,Organization,City,Vendors,CPU Count,GPU Count,COP Count,Node Count,RAM per Node,Rmax,Rpeak,Nmax,Benchmark,Measure,CPU Info,GPU Info,COP Info,Communication Network,Service Network,Transport Network,Application Area,Operating System,Other DB Attributes,Other Dictionary Attributes
438,Ломоносов,1,,Top50 position (#15),2011-01-01,2012-03-27,Московский государственный университет имени М.В.Ломоносова,Москва,Т‑Платформы,11814,1554,0,5907,12.0,674105000.0,1373060000.0,2073599,Linpack,МФлоп/с,8320x Intel Xeon X5570 (4 cores) / 520x Intel Xeon X5570 (4 cores) / 1280x Intel Xeon X5670 (6 cores) / 80x Intel Xeon X5670 (6 cores) / 60x IBM PowerXCell 8i (9 cores) / 1554x Intel Xeon E5630 (4 cores),1554x NVIDIA Tesla X2070 (16 cores),"",QDR Infiniband,Gigabit Ethernet,Gigabit Ethernet,Исследования,н/д,Количество ядер: 71972 | Количество CPU: 11814 | Rpeak (МФлоп/с): 1373060000.0,Семейство коммуникационной сети: InfiniBand | Топология: FatTree | ОС: Clustrx | Транспортная сеть: Gigabit Ethernet | Область применения: Исследования | Сервисная сеть: Gigabit Ethernet | Коммуникационная сеть: QDR Infiniband
410,СКИФ-Аврора ЮУрГУ,3,3,Top50 position (#15),2010-01-01,2012-03-27,Южно‑Уральский государственный университет,Челябинск,РСК СКИФ,0,0,0,0,0.0,100348830.0,117642240.0,900816,Linpack,МФлоп/с,0x Intel Xeon X5680 (6 cores),"","",QDR Infiniband,н/д,н/д,Наука и образование,н/д,Количество ядер: 8832 | Количество CPU: 1472 | Rpeak (МФлоп/с): 117642240.0,Семейство коммуникационной сети: InfiniBand | Топология: Трехмерный тор | Коммуникационная сеть: QDR Infiniband | ОС: SKIF ALT Linux | Область применения: Наука и образование
414,МВС-100К,4,4,Top50 position (#15),2009-01-01,2012-03-27,Межведомственный суперкомпьютерный центр,Москва,Hewlett‑Packard,2512,0,0,1256,12.288,86716000.0,123879360.0,,Linpack,МФлоп/с,148x Intel Xeon X5670 (6 cores) / 384x Intel Xeon X5365 (4 cores) / 1980x Intel Xeon E5450 (4 cores),"","",Infiniband 4x DDR,Gigabit Ethernet,2xGigabit Ethernet,Наука и образование,н/д,Количество ядер: 10344 | Количество CPU: 2332 | Rpeak (МФлоп/с): 123879360.0,Семейство коммуникационной сети: InfiniBand | ОС: CentOS 5.4 | Транспортная сеть: 2xGigabit Ethernet | Область применения: Наука и образование | Сервисная сеть: Gigabit Ethernet | Коммуникационная сеть: Infiniband 4x DDR
441,BladeCenter HS22 Cluster,5,,Top50 position (#15),2011-01-01,,Государственный сектор,Москва,IBM,0,0,0,0,0.0,49430400.0,88772600.0,,Linpack,МФлоп/с,0x Intel Xeon X5630 (4 cores),"","",Gigabit Ethernet,н/д,н/д,н/д,н/д,Количество ядер: 8772 | Количество CPU: 1462 | Rpeak (МФлоп/с): 88772600.0,ОС: Linux | Коммуникационная сеть: Gigabit Ethernet | Семейство коммуникационной сети: Ethernet
342,СКИФ МГУ Чебышёв,6,5,Top50 position (#15),2008-01-01,2018-03-03,Московский государственный университет имени М.В.Ломоносова,Москва,СКИФ,1266,0,0,633,8.192,47320000.0,60000000.0,740000,Linpack,МФлоп/с,1058x Intel Xeon E5472 (4 cores) / 128x Intel Xeon E5472 (4 cores) / 64x Intel Xeon E5472 (4 cores) / 16x Intel Xeon E5472 (4 cores),"","",InfiniBand,СКИФ-ServNet + IPMI,Gigabit Ethernet,Наука и образование,н/д,Количество ядер: 5000 | Количество CPU: 1250 | Rpeak (МФлоп/с): 60000000.0,Семейство коммуникационной сети: InfiniBand | ОС: AltLinux HPC | Транспортная сеть: Gigabit Ethernet | Область применения: Наука и образование | Сервисная сеть: СКИФ-ServNet + IPMI | Коммуникационная сеть: InfiniBand
444,xSeries x3650M3,7,,Top50 position (#15),2011-01-01,,Государственный сектор,Москва,IBM,0,0,0,0,0.0,45508600.0,81729100.0,,Linpack,МФлоп/с,0x Intel Xeon X5630 (4 cores),"","",Gigabit Ethernet,н/д,н/д,н/д,н/д,Количество ядер: 8076 | Количество CPU: 1346 | Rpeak (МФлоп/с): 81729100.0,ОС: Linux | Коммуникационная сеть: Gigabit Ethernet | Семейство коммуникационной сети: Ethernet
442,BladeCenter HS22 Cluster,8,,Top50 position (#15),2011-01-01,,Банковский сектор,Москва,IBM,0,0,0,0,0.0,44629400.0,80150400.0,,Linpack,МФлоп/с,0x Intel Xeon X5630 (4 cores),"","",Gigabit Ethernet,н/д,н/д,Финансы,н/д,Количество ядер: 7920 | Количество CPU: 1320 | Rpeak (МФлоп/с): 80150400.0,ОС: Linux | Область применения: Финансы | Коммуникационная сеть: Gigabit Ethernet | Семейство коммуникационной сети: Ethernet
443,BladeCenter HS22 Cluster,9,,Top50 position (#15),2011-01-01,,Банковский сектор,Москва,IBM,0,0,0,0,0.0,44629400.0,80150400.0,,Linpack,МФлоп/с,0x Intel Xeon X5630 (4 cores),"","",Gigabit Ethernet,н/д,н/д,Финансы,н/д,Количество ядер: 7920 | Количество CPU: 1320 | Rpeak (МФлоп/с): 80150400.0,ОС: Linux | Область применения: Финансы | Коммуникационная сеть: Gigabit Ethernet | Семейство коммуникационной сети: Ethernet
432,СКИФ Cyberia,10,,Top50 position (#15),2011-01-01,2012-03-27,Межрегиональный супервычислительный центр,Томск,Т‑Платформы,1280,0,0,640,8.192,42530000.0,62351000.0,745866,Linpack,МФлоп/с,564x Intel Xeon 5150 (2 cores) / 256x Intel Xeon X5670 (6 cores) / 380x Intel Xeon X5670 (6 cores) / 80x Intel Xeon X5670 (6 cores),"","",QDR Infiniband,Gigabit Ethernet,Gigabit Ethernet,Исследования,н/д,Количество ядер: 5424 | Количество CPU: 1280 | Rpeak (МФлоп/с): 62351000.0,Семейство коммуникационной сети: InfiniBand | ОС: CentOS 5 | Транспортная сеть: Gigabit Ethernet | Область применения: Исследования | Сервисная сеть: Gigabit Ethernet | Коммуникационная сеть: QDR Infiniband
411,К-100,11,7,Top50 position (#15),2010-01-01,,ИПМ им. М.В.Келдыша РАН,Москва,"ООО НПО 'Роста', ФГУП 'Квант', ИПМ им. М.В.Келдыша РАН",128,192,0,64,96.0,41140000.0,107900000.0,768000,Linpack,МФлоп/с,128x Intel Xeon X5670 (6 cores),192x NVIDIA Tesla C2050 (14 cores),"","""МВС-экспресс""",Gigabit Ethernet,InfiniBand,Наука и образование,н/д,Количество ядер: 3456 | Количество CPU: 128 | Rpeak (МФлоп/с): 107900000.0,"ОС: CentOS 5.5 | Транспортная сеть: InfiniBand | Область применения: Наука и образование | Сервисная сеть: Gigabit Ethernet | Коммуникационная сеть: ""МВС-экспресс"""
